siteidIgnore,carrieridIgnore,internalPlanId,externalPlanId,planName,state,fips,zip,secondExternalPlanId
5B4073DD-04E7-EC11-869E-005056BDB5E6,159,477075,1MPZVN7M9M,Humana Gold Plus SNP-DE H4141-021 (HMO D-SNP),GA,13063,30215,1BSVQDYV13
5B4073DD-04E7-EC11-869E-005056BDB5E6,159,477075,1MPZVN7M9M,Humana Gold Plus SNP-DE H4141-021 (HMO D-SNP),GA,13063,30215,180QJN6T0P
173F73DD-04E7-EC11-869E-005056BDB5E6,159,477076,1B4WN8N391,Humana Honor (HMO),TN,47001,37710,1TRK63871M
32A4080D-0EC3-EB11-8686-005056BDB5E6,159,477076,1B4WN8N391,Humana Honor (HMO),TN,47003,37034,1JZRNDVSLT
5B4073DD-04E7-EC11-869E-005056BDB5E6,159,477078,0JBTZJDQDY,Humana Gold Plus H4461-025 (HMO),TN,47113,38302,KTWLV28C2Q
5B4073DD-04E7-EC11-869E-005056BDB5E6,159,477078,0JBTZJDQDY,Humana Gold Plus H4461-025 (HMO),TN,47113,38302,1JNT5YT4QZ
32A4080D-0EC3-EB11-8686-005056BDB5E6,159,477079,0KD4ZTLKD4,Humana Gold Plus H4461-029 (HMO),TN,47037,37027,1JZRNDVSLT
32A4080D-0EC3-EB11-8686-005056BDB5E6,159,477079,0KD4ZTLKD4,Humana Gold Plus H4461-029 (HMO),TN,47037,37027,1KNJZ9P1L2
5B4073DD-04E7-EC11-869E-005056BDB5E6,159,477080,KTWY73658N,Humana Gold Plus H4461-030 (HMO),TN,47019,37640,1889NCTLQ0
5B4073DD-04E7-EC11-869E-005056BDB5E6,159,477080,KTWY73658N,Humana Gold Plus H4461-030 (HMO),TN,47019,37640,KTWLV28C2Q
5B4073DD-04E7-EC11-869E-005056BDB5E6,159,477081,1JZ3Y7DJ8C,Humana Gold Plus H4461-030 (HMO),TN,47001,37705,1B4WN8N391
5B4073DD-04E7-EC11-869E-005056BDB5E6,159,477081,1JZ3Y7DJ8C,Humana Gold Plus H4461-030 (HMO),TN,47001,37705,1N123S4D02
5B4073DD-04E7-EC11-869E-005056BDB5E6,159,477082,1KVMV1BRQW,Humana Gold Plus H4461-030 (HMO),TN,47051,37306,KTWLV28C2Q
5B4073DD-04E7-EC11-869E-005056BDB5E6,159,477082,1KVMV1BRQW,Humana Gold Plus H4461-030 (HMO),TN,47051,37306,0JLQM7V011
32A4080D-0EC3-EB11-8686-005056BDB5E6,159,477083,1889NCTLQ0,Humana Gold Plus H4461-031 (HMO),TN,47019,37644,1JNT5YT4QZ
32A4080D-0EC3-EB11-8686-005056BDB5E6,159,477083,1889NCTLQ0,Humana Gold Plus H4461-031 (HMO),TN,47171,37650,1N5L889KL4
5B4073DD-04E7-EC11-869E-005056BDB5E6,159,477084,1N123S4D02,Humana Gold Plus H4461-031 (HMO),TN,47001,37828,1B4WN8N391
5B4073DD-04E7-EC11-869E-005056BDB5E6,159,477084,1N123S4D02,Humana Gold Plus H4461-031 (HMO),TN,47001,37828,1KNJZ9P1L2
32A4080D-0EC3-EB11-8686-005056BDB5E6,159,477085,1M5S3LP60V,Humana Gold Plus H4461-031 (HMO),TN,47007,37327,1T2ZQYSSK9
32A4080D-0EC3-EB11-8686-005056BDB5E6,159,477085,1M5S3LP60V,Humana Gold Plus H4461-031 (HMO),TN,47011,37336,1N5L889KL4
5B4073DD-04E7-EC11-869E-005056BDB5E6,159,477086,1BJCZW1N0J,Humana Gold Plus H4461-034 (HMO),TN,47059,37681,KTWY73658N
5B4073DD-04E7-EC11-869E-005056BDB5E6,159,477086,1BJCZW1N0J,Humana Gold Plus H4461-034 (HMO),TN,47067,37869,KTWY73658N
32A4080D-0EC3-EB11-8686-005056BDB5E6,159,477087,1TRK63871M,Humana Gold Plus H4461-035 (HMO),TN,47001,37717,1B4WN8N391
32A4080D-0EC3-EB11-8686-005056BDB5E6,159,477087,1TRK63871M,Humana Gold Plus H4461-035 (HMO),TN,47001,37717,1JZ3Y7DJ8C
5B4073DD-04E7-EC11-869E-005056BDB5E6,159,477088,0JLQM7V011,Humana Gold Plus H4461-036 (HMO),TN,47007,37338,1JNT5YT4QZ
5B4073DD-04E7-EC11-869E-005056BDB5E6,159,477088,0JLQM7V011,Humana Gold Plus H4461-036 (HMO),TN,47007,37338,1KNJZ9P1L2
32A4080D-0EC3-EB11-8686-005056BDB5E6,159,477089,0KDYW1Z5KL,Humana Gold Plus H4461-037 (HMO),TN,47045,38007,1JNT5YT4QZ
32A4080D-0EC3-EB11-8686-005056BDB5E6,159,477089,0KDYW1Z5KL,Humana Gold Plus H4461-037 (HMO),TN,47045,38059,1KNJZ9P1L2
5B4073DD-04E7-EC11-869E-005056BDB5E6,159,477090,KTWLV28C2Q,Humana Gold Plus SNP-DE H4461-038 (HMO D-SNP),TN,47001,37828,1B4WN8N391
5B4073DD-04E7-EC11-869E-005056BDB5E6,159,477090,KTWLV28C2Q,Humana Gold Plus SNP-DE H4461-038 (HMO D-SNP),TN,47001,37828,1KNJZ9P1L2
32A4080D-0EC3-EB11-8686-005056BDB5E6,159,477091,1JZRNDVSLT,Humana Gold Plus H4461-039 (HMO),TN,47003,37360,1JNT5YT4QZ
32A4080D-0EC3-EB11-8686-005056BDB5E6,159,477091,1JZRNDVSLT,Humana Gold Plus H4461-039 (HMO),TN,47003,37360,1KNJZ9P1L2
5B4073DD-04E7-EC11-869E-005056BDB5E6,159,477092,1KNJ3Z32LN,Humana Gold Plus H4623-001 (HMO-POS),MO,29039,64756,0JDJ4SPC5C
5B4073DD-04E7-EC11-869E-005056BDB5E6,159,477092,1KNJ3Z32LN,Humana Gold Plus H4623-001 (HMO-POS),MO,29039,64756,KT67CY63L3
32A4080D-0EC3-EB11-8686-005056BDB5E6,159,477093,1875ZYM9LC,Humana Community (HMO-POS),MO,29009,65605,KT67CY63L3
173F73DD-04E7-EC11-869E-005056BDB5E6,159,477093,1875ZYM9LC,Humana Community (HMO-POS),MO,29009,65747,0JDJ4SPC5C
5B4073DD-04E7-EC11-869E-005056BDB5E6,159,477094,1N00609MBW,Humana Gold Plus H5178-001 (HMO),SC,45045,29322,1MPZNWS4B4
173F73DD-04E7-EC11-869E-005056BDB5E6,159,477094,1N00609MBW,Humana Gold Plus H5178-001 (HMO),SC,45045,29654,0JLDT7VWB3
32A4080D-0EC3-EB11-8686-005056BDB5E6,159,477095,1M57MP23B0,HumanaChoice H5216-001 (PPO),WI,55009,54313,1KYY06DLLS
32A4080D-0EC3-EB11-8686-005056BDB5E6,159,477095,1M57MP23B0,HumanaChoice H5216-001 (PPO),WI,55009,54313,19RMQ91J07
5B4073DD-04E7-EC11-869E-005056BDB5E6,159,477096,1BJNW4SY92,HumanaChoice H5216-006 (PPO),WI,55021,53911,1BJC6LB20Y
32A4080D-0EC3-EB11-8686-005056BDB5E6,159,477096,1BJNW4SY92,HumanaChoice H5216-006 (PPO),WI,55021,53926,0JBCNTR3DT
32A4080D-0EC3-EB11-8686-005056BDB5E6,159,477097,1TR6W2CQ9V,HumanaChoice H5216-009 (PPO),MI,26005,49055,0JLD929Z9Y
32A4080D-0EC3-EB11-8686-005056BDB5E6,159,477097,1TR6W2CQ9V,HumanaChoice H5216-009 (PPO),MI,26005,49055,1MPZW81NLN
5B4073DD-04E7-EC11-869E-005056BDB5E6,159,477098,0JLDDDKK9J,HumanaChoice H5216-011 (PPO),MI,26099,48042,1N126Q5VQ6
5B4073DD-04E7-EC11-869E-005056BDB5E6,159,477098,0JLDDDKK9J,HumanaChoice H5216-011 (PPO),MI,26099,48042,181VR4D712
B60D783C-91E9-EB11-8687-005056BDB5E6,159,477099,0KDL9ZQCDM,HumanaChoice H5216-013 (PPO),IL,17001,62379,19RMQ91J07
B60D783C-91E9-EB11-8687-005056BDB5E6,159,477099,0KDL9ZQCDM,HumanaChoice H5216-013 (PPO),IL,17001,62379,1JNCSBYP0R
5B4073DD-04E7-EC11-869E-005056BDB5E6,159,477100,KTZP9P0S08,HumanaChoice H5216-014 (PPO),IA,19009,50025,1N1V3SYNBB
5B4073DD-04E7-EC11-869E-005056BDB5E6,159,477100,KTZP9P0S08,HumanaChoice H5216-014 (PPO),IA,19013,50634,1N12ZP6CQ1
32A4080D-0EC3-EB11-8686-005056BDB5E6,159,477101,1JV1BS821R,HumanaChoice H5216-017 (PPO),NC,37001,27201,1BSV8TSL1T
32A4080D-0EC3-EB11-8686-005056BDB5E6,159,477101,1JV1BS821R,HumanaChoice H5216-017 (PPO),NC,37001,27201,1JVWCPRML6
5B4073DD-04E7-EC11-869E-005056BDB5E6,159,477102,1K88BLV913,HumanaChoice H5216-019 (PPO),IN,18019,47143,1JNNCP5JB9
5B4073DD-04E7-EC11-869E-005056BDB5E6,159,477102,1K88BLV913,HumanaChoice H5216-019 (PPO),IN,18019,47143,1BJND53BB1
32A4080D-0EC3-EB11-8686-005056BDB5E6,159,477103,181VLWZM1P,HumanaChoice H5216-021 (PPO),WV,54003,25420,0KWKVYTWW9
32A4080D-0EC3-EB11-8686-005056BDB5E6,159,477103,181VLWZM1P,HumanaChoice H5216-021 (PPO),WV,54003,25420,1KYLV06383
5B4073DD-04E7-EC11-869E-005056BDB5E6,159,477104,1NPZ23W3KD,HumanaChoice H5216-023 (PPO),IN,18029,47031,19TL46JJKM
5B4073DD-04E7-EC11-869E-005056BDB5E6,159,477104,1NPZ23W3KD,HumanaChoice H5216-023 (PPO),IN,18029,47031,19TL5C9519
32A4080D-0EC3-EB11-8686-005056BDB5E6,159,477105,1M4WT7BYKQ,HumanaChoice H5216-024 (PPO),OH,39035,44130,1KVM3ZRW8Y
32A4080D-0EC3-EB11-8686-005056BDB5E6,159,477105,1M4WT7BYKQ,HumanaChoice H5216-024 (PPO),OH,39035,44130,0JDV0SPND7
5B4073DD-04E7-EC11-869E-005056BDB5E6,159,477106,19TBR1TQ5T,HumanaChoice H5216-027 (PPO),VA,51001,23401,1N1VVB2PBY
5B4073DD-04E7-EC11-869E-005056BDB5E6,159,477106,19TBR1TQ5T,HumanaChoice H5216-027 (PPO),VA,51001,23401,0K65P58D5Y
32A4080D-0EC3-EB11-8686-005056BDB5E6,159,477107,1TBRSP4K5N,HumanaChoice H5216-029 (PPO),DE,10001,19954,1TBRJVPRK1
32A4080D-0EC3-EB11-8686-005056BDB5E6,159,477107,1TBRSP4K5N,HumanaChoice H5216-029 (PPO),DE,10001,19954,0K65P58D5Y
5B4073DD-04E7-EC11-869E-005056BDB5E6,159,477108,0JDJ4SPC5C,HumanaChoice H5216-032 (PPO),IL,17119,62025,0KDYTCY40W
C43F73DD-04E7-EC11-869E-005056BDB5E6,159,477108,0JDJ4SPC5C,HumanaChoice H5216-032 (PPO),IL,17163,62201,0KDYTCY40W
32A4080D-0EC3-EB11-8686-005056BDB5E6,159,477109,0K654L1SPW,HumanaChoice H5216-034 (PPO),AZ,04012,85334,1M4WRZ8BKW
32A4080D-0EC3-EB11-8686-005056BDB5E6,159,477109,0K654L1SPW,HumanaChoice H5216-034 (PPO),AZ,04012,85334,1TL8C6QNWW
5B4073DD-04E7-EC11-869E-005056BDB5E6,159,477110,KTZ3LVSTB5,HumanaChoice H5216-037 (PPO),NV,32003,89029,0KMS75S8KB
5B4073DD-04E7-EC11-869E-005056BDB5E6,159,477110,KTZ3LVSTB5,HumanaChoice H5216-037 (PPO),NV,32003,89029,1K7K4M3403
32A4080D-0EC3-EB11-8686-005056BDB5E6,159,477111,1JVM2QCB99,HumanaChoice H5216-039 (PPO),NV,32019,89428,0KDLLTYL97
32A4080D-0EC3-EB11-8686-005056BDB5E6,159,477111,1JVM2QCB99,HumanaChoice H5216-039 (PPO),NV,32031,89451,0KDLLTYL97
C43F73DD-04E7-EC11-869E-005056BDB5E6,159,477112,1K89T5KW98,HumanaChoice H5216-042 (PPO),TX,48015,77452,1MJPSD38DP
C43F73DD-04E7-EC11-869E-005056BDB5E6,159,477112,1K89T5KW98,HumanaChoice H5216-042 (PPO),TX,48015,77452,1JNC5VW68Y
32A4080D-0EC3-EB11-8686-005056BDB5E6,159,477113,1812R4QZDR,HumanaChoice H5216-043 (PPO),TX,48019,78883,1KYLYPJ585
32A4080D-0EC3-EB11-8686-005056BDB5E6,159,477113,1812R4QZDR,HumanaChoice H5216-043 (PPO),TX,48019,78883,1M5S9WSV8Q
5B4073DD-04E7-EC11-869E-005056BDB5E6,159,477114,1N5SR2YVD3,HumanaChoice H5216-043 (PPO),TX,48001,75752,KTM60JWM81
5B4073DD-04E7-EC11-869E-005056BDB5E6,159,477114,1N5SR2YVD3,HumanaChoice H5216-043 (PPO),TX,48001,75752,1K89T5KW98
B60D783C-91E9-EB11-8687-005056BDB5E6,159,477115,1MJPSD38DP,HumanaChoice H5216-043 (PPO),TX,48015,78933,1JNC5VW68Y
32A4080D-0EC3-EB11-8686-005056BDB5E6,159,477115,1MJPSD38DP,HumanaChoice H5216-043 (PPO),TX,48015,78954,KTMK0CCY25
5B4073DD-04E7-EC11-869E-005056BDB5E6,159,477116,19R14ZM1WD,HumanaChoice H5216-044 (PPO),ID,16001,83715,1TR6BK1JBK
5B4073DD-04E7-EC11-869E-005056BDB5E6,159,477116,19R14ZM1WD,HumanaChoice H5216-044 (PPO),ID,16001,83715,KTWLZKVLTJ
743F73DD-04E7-EC11-869E-005056BDB5E6,159,477117,1TL8JY9PWQ,HumanaChoice H5216-047 (PPO),WA,53015,98616,0JBTD9SB9T
B60D783C-91E9-EB11-8687-005056BDB5E6,159,477117,1TL8JY9PWQ,HumanaChoice H5216-047 (PPO),WA,53033,98074,0JLDLJQR9B
5B4073DD-04E7-EC11-869E-005056BDB5E6,159,477118,0JDVC024MT,HumanaChoice H5216-048 (PPO),ID,16085,83615,1TR6BK1JBK
5B4073DD-04E7-EC11-869E-005056BDB5E6,159,477118,0JDVC024MT,HumanaChoice H5216-048 (PPO),ID,16085,83615,18QPPLSJ04
32A4080D-0EC3-EB11-8686-005056BDB5E6,159,477119,0K6ZPPRTMN,HumanaChoice H5216-050 (PPO),OH,39011,45306,0JDV0SPND7
32A4080D-0EC3-EB11-8686-005056BDB5E6,159,477119,0K6ZPPRTMN,HumanaChoice H5216-050 (PPO),OH,39011,45306,1BJCD5R6Q5
5B4073DD-04E7-EC11-869E-005056BDB5E6,159,477120,KTZRT9D2QS,HumanaChoice H5216-051 (PPO),OH,39005,44235,19TL46JJKM
5B4073DD-04E7-EC11-869E-005056BDB5E6,159,477120,KTZRT9D2QS,HumanaChoice H5216-051 (PPO),OH,39005,44235,1KVM3ZRW8Y
32A4080D-0EC3-EB11-8686-005056BDB5E6,159,477121,1JNJR6L90Z,HumanaChoice H5216-052 (PPO),OH,39101,43301,KTWY67V4Y8
32A4080D-0EC3-EB11-8686-005056BDB5E6,159,477121,1JNJR6L90Z,HumanaChoice H5216-052 (PPO),OH,39101,43301,1KVM3ZRW8Y
5B4073DD-04E7-EC11-869E-005056BDB5E6,159,477122,1K7KSVRM05,HumanaChoice H5216-052 (PPO),WV,54017,26436,19RM5JRZKT
B60D783C-91E9-EB11-8687-005056BDB5E6,159,477122,1K7KSVRM05,HumanaChoice H5216-052 (PPO),WV,54033,26591,19RM5JRZKT
32A4080D-0EC3-EB11-8686-005056BDB5E6,159,477123,180Q48J319,HumanaChoice H5216-053 (PPO),IN,18011,46147,19RM1YCQ1M
32A4080D-0EC3-EB11-8686-005056BDB5E6,159,477123,180Q48J319,HumanaChoice H5216-053 (PPO),IN,18011,46147,0KDLBD2V94
32A4080D-0EC3-EB11-8686-005056BDB5E6,159,477124,1N5YJK5Y18,HumanaChoice H5216-055 (PPO),IN,18003,46723,1JNN5V0BLN
32A4080D-0EC3-EB11-8686-005056BDB5E6,159,477124,1N5YJK5Y18,HumanaChoice H5216-055 (PPO),IN,18003,46723,1TBR5R2J18
32A4080D-0EC3-EB11-8686-005056BDB5E6,159,477125,1MJ3CJ0QKR,HumanaChoice H5216-057 (PPO),NH,33003,03849,1TT7NJY217
5B4073DD-04E7-EC11-869E-005056BDB5E6,159,477125,1MJ3CJ0QKR,HumanaChoice H5216-057 (PPO),NH,33003,03882,19RMCT7KK3
